Unnamed: 0,book_id,cover_image_uri,book_title,book_details,format,publication_info,authorlink,author,num_pages,genres,num_ratings,num_reviews,average_rating,rating_distribution
300,3659,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403177901i/3659.jpg,The Book of Evidence,"Returning to Ireland to reclaim a painting that is part of his patrimony, a thirty-eight-year-old man commits a ghastly and motiveless murder, which he confesses in a novel-length narrative.","['220 pages, Paperback']","['First published January 1, 1989']",https://www.goodreads.com/author/show/91.John_Banville,John Banville,['220'],"['Fiction', 'Ireland', 'Mystery', 'Irish Literature', 'Literature', 'Literary Fiction', 'Novels']",5465,552,3.7,"{'5': '1,288', '4': '2,071', '3': '1,450', '2': '496', '1': '160'}"
301,3677,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348053780i/3677.jpg,Where Angels Fear to Tread,"When the young English widow Lilia Herriton takes off on the grand tour and along the way marries a penniless Italian, her in-laws are far from amused. That the marriage should fail and poor Lilia die tragically are only to be expected. But that Lilia should have had a baby - and that the baby should be raised as an Italian! - are matters requiring immediate correction by Philip Herriton, his dour sister Harriet, and their well-meaning friend Miss Abbott.","['148 pages, Paperback']","['First published January 1, 1905']",https://www.goodreads.com/author/show/86404.E_M_Forster,E.M. Forster,['148'],"['Classics', 'Fiction', 'Italy', 'British Literature', '20th Century', 'Historical Fiction', 'Novels']",16293,1317,3.6,"{'5': '2,956', '4': '5,846', '3': '5,787', '2': '1,408', '1': '296'}"
302,3679,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1598196388i/3679.jpg,On Beauty,"This wise, hilarious novel reminds us why Zadie Smith has rocketed to literary stardom. On Beauty is the story of an interracial family living in the university town of Wellington, Massachusetts, whose misadventures in the culture wars-on both sides of the Atlantic-serve to skewer everything from family life to political correctness to the combustive collision between the personal and the political. Full of dead-on wit and relentlessly funny, this tour de force confirms Zadie Smith's reputation as a major literary talent.","['445 pages, Paperback']","['First published June 4, 2005']",https://www.goodreads.com/author/show/2522.Zadie_Smith,Zadie Smith,['445'],"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'British Literature', 'Adult Fiction']",82675,5971,3.77,"{'5': '20,713', '4': '32,729', '3': '20,870', '2': '6,194', '1': '2,169'}"
303,3682,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682.jpg,A Great and Terrible Beauty,"In this debut gothic novel mysterious visions, dark family secrets and a long-lost diary thrust Gemma and her classmates back into the horrors that followed her from India. (Ages 12+)It's 1895, and after the suicide of her mother, 16-year-old Gemma Doyle is shipped off from the life she knows in India to Spence, a proper boarding school in England. Lonely, guilt-ridden, and prone to visions of the future that have an uncomfortable habit of coming true, Gemma's reception there is a chilly one. To make things worse, she's been followed by a mysterious young Indian man, a man sent to watch her. But why? What is her destiny? And what will her entanglement with Spence's most powerful girls—and their foray into the spiritual world—lead to?","['403 pages, Hardcover']","['First published December 9, 2003']",https://www.goodreads.com/author/show/2526.Libba_Bray,Libba Bray,['403'],"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Romance']",222533,10532,3.8,"{'5': '71,826', '4': '69,640', '3': '53,064', '2': '19,728', '1': '8,275'}"
304,3685,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1578265482i/3685.jpg,Black Beauty,"As a young horse, Black Beauty is well-loved and happy. But when his owner is forced to sell him, his life changes drastically. He has many new owners—some of them cruel and some of them kind. All he needs is someone to love him again.... Whether pulling an elegant carriage or a ramshackle cab, Black Beauty tries to live as best he can. This is his amazing story, told as only he could tell it.","['245 pages, Mass Market Paperback']","['First published November 24, 1877']",https://www.goodreads.com/author/show/2530.Anna_Sewell,Anna Sewell,['245'],"['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction']",279644,6820,3.99,"{'5': '106,934', '4': '89,178', '3': '63,033', '2': '15,389', '1': '5,110'}"
305,3686,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410140355i/3686.jpg,Truth & Beauty,"Ann Patchett and the late Lucy Grealy met in college in 1981, and, after enrolling in the Iowa Writers’ Workshop, began a friendship that would be as defining to both of their lives as their work. In Grealy’s critically acclaimed memoir Autobiography of a Face, she wrote about losing part of her jaw to childhood cancer, years of chemotherapy and radiation, and endless reconstructive surgeries. In Truth and Beauty, the story isn’t Lucy’s life or Ann’s life but the parts of their lives they shared. This is a portrait of unwavering commitment that spans twenty years, from the long winters of the Midwest to surgical wards to book parties in New York. Through love, fame, drugs, and despair, this is what it means to be part of two lives that are intertwined--and what happens when one is left behind.","['257 pages, Paperback']","['First published September 1, 1995']",https://www.goodreads.com/author/show/7136914.Ann_Patchett,Ann Patchett,['257'],"['Memoir', 'Nonfiction', 'Biography', 'Biography Memoir', 'Audiobook', 'Writing', 'Autobiography']",43661,3926,3.96,"{'5': '14,116', '4': '17,443', '3': '9,256', '2': '2,142', '1': '704'}"
306,3690,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388210459i/3690.jpg,The Power and the Glory,"In a poor, remote section of southern Mexico, the paramilitary group, the Red Shirts have taken control. God has been outlawed, and the priests have been systematically hunted down and killed. Now, the last priest is on the run. Too human for heroism, too humble for martyrdom, the nameless little worldly ""whiskey priest"" is nevertheless impelled toward his squalid Calvary as much by his own compassion for humanity as by the efforts of his pursuers. In his introduction, John Updike calls The Power and the Glory, ""Graham Greene's masterpiece…. The energy and grandeur of his finest novel derive from the will toward compassion, an ideal communism even more Christian than Communist.""","['222 pages, Paperback']","['First published March 1, 1940']",https://www.goodreads.com/author/show/2533.Graham_Greene,Graham Greene,['222'],"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Religion', 'Novels', 'British Literature']",39725,2890,3.98,"{'5': '13,460', '4': '15,436', '3': '8,128', '2': '2,028', '1': '673'}"
307,3692,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385263150i/3692.jpg,The Heart of the Matter,"In a British colony in West Africa, Henry Scobie is a pious and righteous man of modest means enlisted with securing borders. But when he’s passed over for a promotion as commissioner of police, the humiliation hits hardest for his wife, Louise. Already oppressed by the appalling climate, frustrated in a loveless marriage, and belittled by the wives of more privileged officers, Louise wants out. Feeling responsible for her unhappiness, Henry decides against his better judgment to accept a loan from a black marketeer to secure Louise’s passage. It’s just a single indiscretion, yet for Henry it precipitates a rapid fall from grace as one moral compromise after another leads him into a web of blackmail, adultery, and murder. And for a devout man like Henry, there may be nothing left but damnation.","['272 pages, Paperback']","['First published January 1, 1948']",https://www.goodreads.com/author/show/2533.Graham_Greene,Graham Greene,['272'],"['Fiction', 'Classics', 'Africa', 'Literature', 'Novels', 'British Literature', 'Literary Fiction']",29240,1741,3.97,"{'5': '9,170', '4': '12,036', '3': '6,333', '2': '1,340', '1': '361'}"
308,3698,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187216i/3698.jpg,The Quiet American,"Graham Greene's classic exploration of love, innocence, and morality in Vietnam""I never knew a man who had better motives for all the trouble he caused,"" Graham Greene's narrator Fowler remarks of Alden Pyle, the eponymous ""Quiet American"" of what is perhaps the most controversial novel of his career. Pyle is the brash young idealist sent out by Washington on a mysterious mission to Saigon, where the French Army struggles against the Vietminh guerrillas. As young Pyle's well-intentioned policies blunder into bloodshed, Fowler, a seasoned and cynical British reporter, finds it impossible to stand safely aside as an observer. But Fowler's motives for intervening are suspect, both to the police and himself, for Pyle has stolen Fowler's beautiful Vietnamese mistress.First published in 1956 and twice adapted to film, The Quiet American remains a terrifiying and prescient portrait of innocence at large. This Graham Greene Centennial Edition includes a new introductory essay by Robert Stone.","['180 pages, Paperback']","['First published December 1, 1955']",https://www.goodreads.com/author/show/2533.Graham_Greene,Graham Greene,['180'],"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Novels', 'Asia']",63652,4356,3.97,"{'5': '19,067', '4': '27,879', '3': '13,236', '2': '2,703', '1': '767'}"
309,3707,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1350302910i/3707.jpg,The Tenth Man,"During World War II a group of men is held prisoner by the Germans, who determine that three of them must die. This is the story of how one of those men trades his wealth for his life—and lives to pay for his act in utterly unexpected ways.","['160 pages, Paperback']","['First published January 1, 1985']",https://www.goodreads.com/author/show/2533.Graham_Greene,Graham Greene,['160'],"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Literary Fiction', 'Novels']",4854,456,3.73,"{'5': '872', '4': '2,137', '3': '1,552', '2': '259', '1': '34'}"
310,3710,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388292766i/3710.jpg,The Autograph Man,"From the New York Times bestselling author of Swing Time and one of the most revered writers of her generation comes an ""intelligent ... exquisitely clever [novel] about fame, mortality, and the triumph of image over reality” ( The Boston Globe ) .Alex-Li Tandem sells autographs. His business is to hunt for names on paper, collect them, sell them, and occasionally fake them—all to give the people what they want: a little piece of Fame. But what does Alex want? Only the return of his father, the end of religion, something for his headache, three different girls, infinite grace, and the rare autograph of forties movie actress Kitty Alexander. With fries.The Autograph Man is a deeply funny existential tour around the hollow trappings of modernity: celebrity, cinema, and the ugly triumph of symbol over experience. It offers further proof that Zadie Smith is one of the most staggeringly talented writers of her generation.","['347 pages, Paperback']","['First published September 12, 2002']",https://www.goodreads.com/author/show/2522.Zadie_Smith,Zadie Smith,['347'],"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'British Literature', 'Adult']",12863,951,3.16,"{'5': '1,158', '4': '3,387', '3': '5,281', '2': '2,386', '1': '651'}"
311,3711,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374739885i/3711.jpg,White Teeth,"At the center of this invigorating novel are two unlikely friends, Archie Jones and Samad Iqbal. Hapless veterans of World War II, Archie and Samad and their families become agents of England’s irrevocable transformation. A second marriage to Clara Bowden, a beautiful, albeit tooth-challenged, Jamaican half his age, quite literally gives Archie a second lease on life, and produces Irie, a knowing child whose personality doesn’t quite match her name (Jamaican for “no problem”). Samad’s late-in-life arranged marriage (he had to wait for his bride to be born), produces twin sons whose separate paths confound Iqbal’s every effort to direct them, and a renewed, if selective, submission to his Islamic faith. Set against London’s racial and cultural tapestry, venturing across the former empire and into the past as it barrels toward the future, White Teeth revels in the ecstatic hodgepodge of modern life, flirting with disaster, confounding expectations, and embracing the comedy of daily existence.","['448 pages, Paperback']","['First published April 1, 2000']",https://www.goodreads.com/author/show/2522.Zadie_Smith,Zadie Smith,['448'],"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'British Literature', 'Literature', 'Historical Fiction']",158262,10252,3.79,"{'5': '42,471', '4': '60,509', '3': '39,204', '2': '11,965', '1': '4,113'}"
312,3742,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924516i/3742.jpg,The Long Secret,"Harriet the Spy refuses to become ruffled when an unidentified person starts leaving disturbing notes all over the quiet little beach town of Water Mill. She’s determined to discover the author of the notes. And she drags her friend, mousy Beth Ellen, into all kinds of odd and embarrassing situations in her efforts to reveal the culprit. Observing in her own special, caustic way with her ever-present notebook, Harriet the Spy is on the case. But will she be ready to face the truth when she finds it?Praise for Harriet the Spy® and Her Friends Harriet the Spy ®“Harriet is . . . wholly relatable whether you’re eleven or several times that age.”— EW.com Harriet Spies AgainBy Louise Fitzhugh and Helen EricsonWinner of the Edgar Award for Best Juvenile Novel“Ericson has perfectly captured the voice and pacing of Fitzhugh’s original novel in a seamless rendering of a fresh, enjoyable story for today’s readers.” — School Library JournalHarriet the Spy, Double AgentBy Louise Fitzhugh and Maya Gold“Harriet the Spy is back, and Gold does a credible job of maintaining the special character and her crusty charm.” — BooklistThe Long Secret[ STAR ] “Written with subtlety, compassion, and [Louise Fitzhugh’s] remarkable ability to see inside the minds of children.” — School Library Journal, Starred Sport[ STAR ] “A worthy successor to Harriet the Spy —and that is high tribute.” — Booklist, Starred","['288 pages, Paperback']","['First published January 1, 1965']",https://www.goodreads.com/author/show/2560.Louise_Fitzhugh,Louise Fitzhugh,['288'],"['Fiction', 'Childrens', 'Mystery', 'Young Adult', 'Middle Grade', 'Classics', 'Realistic Fiction']",2987,186,3.8,"{'5': '972', '4': '908', '3': '750', '2': '239', '1': '118'}"
313,3750,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388215989i/3750.jpg,Moonraker,"‘For several minutes he stood speechless, his eyes dazzled by the terrible beauty of the greatest weapon on earth’He’s a self-made millionaire, head of the Moonraker rocket programme and loved by the press. So why is Sir Hugo Drax cheating at cards? Bond has just five days to uncover the sinister truth behind a national hero, in Ian Fleming’s third 007 adventure.","['247 pages, Paperback']","['First published January 1, 1955']",https://www.goodreads.com/author/show/2565.Ian_Fleming,Ian Fleming,['247'],"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Audiobook']",27615,1797,3.8,"{'5': '6,314', '4': '11,260', '3': '8,345', '2': '1,478', '1': '218'}"
314,3758,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1682789243i/3758.jpg,Casino Royale,"British Secret Service agent James Bond, a.k.a. 007, is sent to France to play in a high-stakes baccarat game in an effort to take down Le Chiffre, a financier for the villainous SMERSH. Things get more complicated when he is partnered with Vesper Lynd, a beautiful and smart MI6 employee with a dark secret. Bond is one of the most iconic characters in 20th-century literature. In addition to the 12 novels and 9 short stories written by Ian Fleming, there have been over 40 novels and short stories written about the spy by other authors, and over 25 blockbuster films starring such actors as Sean Connery and Daniel Craig.Here's the first.","['192 pages, Mass Market Paperback']","['First published January 1, 1953']",https://www.goodreads.com/author/show/2565.Ian_Fleming,Ian Fleming,['192'],"['Fiction', 'Thriller', 'Classics', 'Mystery', 'Espionage', 'Adventure', 'Crime']",85437,6111,3.74,"{'5': '20,051', '4': '32,799', '3': '24,796', '2': '5,921', '1': '1,870'}"
315,3759,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433975399i/3759.jpg,Goldfinger,"Auric Goldfinger is the richest man in England—though his wealth can’t be found in banks. He’s been hoarding vast stockpiles of his namesake metal, and it’s attracted the suspicion of 007’s superiors at MI6. Sent to investigate, Bond uncovers an ingenious gold-smuggling scheme, as well as Goldfinger’s most daring caper yet: Operation Grand Slam, a gold heist so audacious it could bring down the world economy and put the fate of the West in the hands of SMERSH. To stop Goldfinger, Bond will have to survive a showdown with the sinister millionaire’s henchman, Oddjob, a tenacious karate master who can kill with one well-aimed toss of his razor-rimmed bowler hat.","['264 pages, Paperback']","['First published March 23, 1959']",https://www.goodreads.com/author/show/2565.Ian_Fleming,Ian Fleming,['264'],"['Fiction', 'Thriller', 'Espionage', 'Adventure', 'Mystery', 'Classics', 'Crime']",24866,1341,3.83,"{'5': '6,241', '4': '10,091', '3': '6,852', '2': '1,362', '1': '320'}"
316,3760,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440633220i/3760.jpg,Diamonds Are Forever,"""Listen, Bond,"" said Tiffany Case. ""It’d take more than Crabmeat Ravigotte to get me into bed with a man. In any event, since it’s your check, I’m going to have caviar, and what the English call 'cutlets,' and some pink champagne. I don’t often date a good-looking Englishman and the dinner’s going to live up to the occasion.""Meet Tiffany Case, a cold, gorgeous, devil-may-care blonde; the kind of girl you could get into a lot of trouble with—if you wanted. She stands between James Bond and the leaders of a diamond-smuggling ring that stretches from Africa via London to the States. Bond uses her to infiltrate this gang, but once in America the hunter becomes the hunted. Bond is in real danger until help comes from an unlikely quarter, the ice-maiden herself …","['230 pages, Paperback']","['First published March 26, 1956']",https://www.goodreads.com/author/show/2565.Ian_Fleming,Ian Fleming,['230'],"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Crime']",22268,1214,3.64,"{'5': '4,011', '4': '8,317', '3': '8,007', '2': '1,685', '1': '248'}"
317,3764,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440169210i/3764.jpg,From Russia With Love,"Ian Fleming’s fifth James Bond novel.James Bond is marked for death by the Soviet counterintelligence agency SMERSH in Ian Fleming’s masterful spy thriller. It's the novel that President John F. Kennedy named as one of his favourite books of all time.SMERSH stands for ‘Death to Spies’ and there’s no secret agent they’d like to disgrace and destroy more than 007, James Bond. But ensnaring the British Secret Service’s most lethal operative will require a lure so tempting even he can’t resist. Enter Tatiana Romanova, a ravishing Russian spy whose ‘defection’ springs a trap designed with clockwork precision.Her mission: seduce Bond, then flee to the West on the Orient Express. Waiting in the shadows are two of Ian Fleming’s most vividly drawn villains: Red Grant, SMERSH’s deadliest assassin, and the sinister operations chief Rosa Klebb - five feet four inches of pure killing power.Bursting with action and intrigue, ""From Russia with Love"" is one of the best-loved books in the Bond canon, an instant classic that set the standard for sophisticated literary spycraft for decades to come.","['259 pages, Paperback']","['First published January 1, 1957']",https://www.goodreads.com/author/show/2565.Ian_Fleming,Ian Fleming,['259'],"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Mystery Thriller']",35705,1624,3.9,"{'5': '10,541', '4': '14,080', '3': '8,783', '2': '1,724', '1': '577'}"
318,3805,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355011305i/3805.jpg,The Corrections,"""The Corrections"" is a grandly entertaining novel for the new century - a comic, tragic masterpiece about a family breaking down in an age of easy fixes.After almost fifty years as a wife and mother, Enid Lambert is ready to have some fun. Unfortunately, her husband, Alfred, is losing his sanity to Parkinson's disease, and their children have long since flown the family nest to the catastrophes of their own lives. The oldest, Gary, a once-stable portfolio manager and family man, is trying to convince his wife and himself, despite clear signs to the contrary, that he is not clinically depressed. The middle child, Chip, has lost his seemingly secure academic job and is failing spectacularly at his new line of work. And Denise, the youngest, has escaped a disastrous marriage only to pour her youth and beauty down the drain of an affair with a married man - or so her mother fears. Desperate for some pleasure to look forward to, Enid has set her heart on an elusive goal: bringing her family together for one last Christmas at home. Stretching from the Midwest at midcentury to the Wall Street and Eastern Europe of today, ""The Corrections"" brings an old-fashioned world of civic virtue and sexual inhibitions into violent collision with the era of home surveillance, hands-off parenting, do-it-yourself mental healthcare, and globalised greed. Richly realistic, darkly hilarious, deeply humane, it confirms Jonathan Franzen as one of our most brilliant interpreters of American society and the American soul.","['653 pages, Paperback']","['First published January 1, 2001']",https://www.goodreads.com/author/show/2578.Jonathan_Franzen,Jonathan Franzen,['653'],"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Family']",183301,11381,3.83,"{'5': '59,272', '4': '64,978', '3': '36,582', '2': '14,214', '1': '8,255'}"
319,3815,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388704762i/3815.jpg,Original Sin,"The literary world is shaken when a murder takes place at the Peverell Press, an old-established publishing house located in a dramatic mock-Venetian palace on the Thames.The victim is Gerard Etienne, the brilliant new managing director whose ruthless ambition has made him many enemies: a discarded mistress, a rejected and humiliated author and rebellious colleagues. Adam Dalgliesh and his team are confronted with a puzzle of extraordinary complexity and a killer who is prepared to strike again.","['511 pages, Paperback']","['First published January 1, 1994']",https://www.goodreads.com/author/show/17452454.P_D_James,P.D. James,['511'],"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller']",11779,602,3.9,"{'5': '3,410', '4': '4,838', '3': '2,739', '2': '556', '1': '236'}"
320,3825,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321172618i/3825.jpg,Death in Holy Orders,"From the award-winning master of literary crime fiction, a classic work rich in tense drama and psychological insight.On the East Anglian seacoast, a small theological college hangs precariously on an eroding shoreline and an equally precarious future. When the body of a student is found buried in the sand, the boy’s influential father demands that Scotland Yard investigate. Enter Adam Dalgliesh, a detective who loves poetry, a man who has known loss and discovery. The son of a parson, and having spent many happy boyhood summers at the school, Dalgliesh is the perfect candidate to look for the truth in this remote, rarified community of the faithful–and the frightened. And when one death leads to another, Dalgliesh finds himself steeped in a world of good and evil, of stifled passions and hidden pasts, where someone has cause not just to commit one crime but to begin an unholy order of murder. . . . “Gracefully sculpted prose and [a] superbly executed mystery . . . Death in Holy Orders is among [James’s] most remarkable and accomplished Dalgliesh novels.”–The Philadelphia Inquirer“An elegant work about hope, death, and the alternately redemptive and destructive nature of love.”–The Miami Herald “Absorbing . . . [James’s] plotting and characterization [are] impeccable.”–Orlando Sentinel“P. D. James is in top form.”–The Boston GlobeOpen the exclusive dossier at the back of this book, featuring P. D. James’ essay on penning the perfect detective novel.","['448 pages, Mass Market Paperback']","['First published January 1, 2001']",https://www.goodreads.com/author/show/17452454.P_D_James,P.D. James,['448'],"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller']",16807,925,3.92,"{'5': '4,840', '4': '7,072', '3': '3,834', '2': '764', '1': '297'}"
321,3826,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388265723i/3826.jpg,The Lighthouse,"Combe Island off the Cornish coast offers respite to over-stressed high authorities who require privacy and security. But demanding author Nathan Oliver is found strangled and hanging from the renovated lighthouse. Investigator Adam Dagliesh, his inspector Kate Miskin, and sergeant Francis Benton are all pre-occupied with their personal and love lives. The first victim was thoroughly disliked by visitors and residents for valid reasons, but the second, a recovered alcoholic priest, was admired by the skeleton staff. Suspects include Oliver's daughter Miranda, editor Dennis, animal researcher Dr Yelland, recently orphaned Dan, aged Emily, boatman Jago, sickly Dr Speidel, physician Dr Stavely and his unfaithful wife Jo, administrator Maycroft, housekeeper Mrs Plunkett, cook Mrs Burbridge, rebellious teen Millie. Past murders are uncovered and SARS threatens the island.","['383 pages, Paperback']","['First published November 22, 2005']",https://www.goodreads.com/author/show/17452454.P_D_James,P.D. James,['383'],"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller']",18111,1129,3.85,"{'5': '4,773', '4': '7,491', '3': '4,570', '2': '935', '1': '342'}"
322,3833,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321172468i/3833.jpg,The Black Tower,"Commander Dalgliesh is recuperating from a life-threatening illness when he receives a call for advice from an elderly friend who works as a chaplain in a home for the disabled on the Dorset coast. Dalgliesh arrives to discover that Father Baddeley has recently and mysteriously died, as has one of the patients at Toynton Grange. Evidently the home is not quite the caring community it purports to be. Dalgliesh is determined to discover the truth of his friend's death, but further fatalities follow and his own life is in danger as he unmasks the evil at the heart of Toynton Grange.","['346 pages, Paperback']","['First published January 1, 1975']",https://www.goodreads.com/author/show/17452454.P_D_James,P.D. James,['346'],"['Mystery', 'Fiction', 'Crime', 'Detective', 'British Literature', 'Mystery Thriller', 'Audiobook']",19331,597,3.96,"{'5': '6,500', '4': '7,244', '3': '4,242', '2': '911', '1': '434'}"
323,3836,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546112331i/3836.jpg,Don Quixote,"Don Quixote has become so entranced by reading chivalric romances that he determines to become a knight-errant himself. In the company of his faithful squire, Sancho Panza, his exploits blossom in all sorts of wonderful ways. While Quixote's fancy often leads him astray—he tilts at windmills, imagining them to be giants—Sancho acquires cunning and a certain sagacity. Sane madman and wise fool, they roam the world together, and together they have haunted readers' imaginations for nearly four hundred years.With its experimental form and literary playfulness, Don Quixote has been generally recognized as the first modern novel. The book has been enormously influential on a host of writers, from Fielding and Sterne to Flaubert, Dickens, Melville, and Faulkner, who reread it once a year, ""just as some people read the Bible.""","['1023 pages, Paperback']","['First published January 1, 1605']",https://www.goodreads.com/author/show/4037220.Miguel_de_Cervantes_Saavedra,Miguel de Cervantes Saavedra,['1023'],"['Classics', 'Fiction', 'Literature', 'Spanish Literature', 'Adventure', 'Historical Fiction', 'Novels']",272604,12224,3.9,"{'5': '96,646', '4': '86,502', '3': '62,056', '2': '19,787', '1': '7,613'}"
324,3853,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388978451i/3853.jpg,Heat and Dust,"Set in colonial India during the 1920s, Heat and Dust tells the story of Olivia, a beautiful woman suffocated by the propriety and social constraints of her position as the wife of an important English civil servant. Longing for passion and independence, Olivia is drawn into the spell of the Nawab, a minor Indian prince deeply involved in gang raids and criminal plots. She is intrigued by the Nawab's charm and aggressive courtship, and soon begins to spend most of her days in his company. But then she becomes pregnant, and unsure of the child's paternity, she is faced with a wrenching dilemma. Her reaction to the crisis humiliates her husband and outrages the British community, breeding a scandal that lives in collective memory long after her death.","['190 pages, Paperback']","['First published January 1, 1975']",https://www.goodreads.com/author/show/2616.Ruth_Prawer_Jhabvala,Ruth Prawer Jhabvala,['190'],"['Fiction', 'India', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Indian Literature', 'Historical']",8184,511,3.55,"{'5': '1,542', '4': '2,955', '3': '2,518', '2': '809', '1': '360'}"
325,3858,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388290849i/3858.jpg,Holy Cow: An Indian Adventure,"In her twenties, journalist Sarah Macdonald backpacked around India and came away with a lasting impression of heat, pollution and poverty. So when an airport beggar read her palm and told her she would return to India—and for love—she screamed, “Never!” and gave the country, and him, the finger.But eleven years later, the prophecy comes true. When the love of Sarah’s life is posted to India, she quits her dream job to move to the most polluted city on earth, New Delhi. For Sarah this seems like the ultimate sacrifice for love, and it almost kills her, literally. Just settled, she falls dangerously ill with double pneumonia, an experience that compels her to face some serious questions about her own fragile mortality and inner spiritual void. “I must find peace in the only place possible in India,” she concludes. “Within.” Thus begins her journey of discovery through India in search of the meaning of life and death.Holy Cow is Macdonald’s often hilarious chronicle of her adventures in a land of chaos and contradiction, of encounters with Hinduism, Islam and Jainism, Sufis, Sikhs, Parsis and Christians and a kaleidoscope of yogis, swamis and Bollywood stars. From spiritual retreats and crumbling nirvanas to war zones and New Delhi nightclubs, it is a journey that only a woman on a mission to save her soul, her love life—and her sanity—can survive.","['291 pages, Paperback']","['First published January 1, 2002']",https://www.goodreads.com/author/show/2622.Sarah_Macdonald,Sarah Macdonald,['291'],"['Travel', 'Nonfiction', 'India', 'Memoir', 'Biography', 'Religion', 'Asia']",17819,1321,3.53,"{'5': '3,641', '4': '5,834', '3': '5,548', '2': '1,936', '1': '860'}"
326,3867,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327911009i/3867.jpg,The History of Love,"Fourteen-year-old Alma Singer is trying to find a cure for her mother's loneliness. Believing she might discover it in an old book her mother is lovingly translating, she sets out in search of its author. Across New York an old man called Leo Gursky is trying to survive a little bit longer. He spends his days dreaming of the lost love who, sixty years ago in Poland, inspired him to write a book. And although he doesn't know it yet, that book also survived: crossing oceans and generations, and changing lives...An alternative cover edition for this ISBN can be found here","['255 pages, Paperback']","['First published May 17, 2005']",https://www.goodreads.com/author/show/2633.Nicole_Krauss,Nicole Krauss,['255'],"['Fiction', 'Historical Fiction', 'Romance', 'Contemporary', 'Literary Fiction', 'Novels', 'Book Club']",135993,12325,3.92,"{'5': '47,093', '4': '46,936', '3': '29,526', '2': '9,431', '1': '3,007'}"
